	x	y	gene	sig	fc	cluster
NDNF	-9.375988036	2.856459344	NDNF	0	0.219225281	10
MAP4K2	0.366765991	-5.788524409	MAP4K2	0	-0.047167108	15
HNRNPD	11.68472763	7.345673633	HNRNPD	0	-0.03560573	9
PMP2	-7.96686421	6.816009543	PMP2	0	0.10850739	4
NUDT2	0.099040315	-11.71822699	NUDT2	0	0.031562771	19
RAP2A	5.379755917	9.888796513	RAP2A	0	0.07919623	5
KCNH8	-5.146859487	8.932275848	KCNH8	0	0.017027406	4
POMK	4.384816769	-2.30423545	POMK	0	0.118344434	9
SGTB	10.5956661	3.520631821	SGTB	0	0.074741573	4
UNC5B	-5.703967599	5.569449664	UNC5B	0	-0.173523081	4
MEGF9	6.318015334	14.55647613	MEGF9	0	-0.032293628	19
PSTPIP1	-10.97811977	-2.274927352	PSTPIP1	0	0.184581405	3
KIF2A	-1.495397786	2.58452752	KIF2A	0	0.007369996	16
KIF5A	13.24386727	6.303482705	KIF5A	0	0.109442471	2
MMP21	-10.14010978	-8.400003177	MMP21	0	0.112201433	3
CCS	3.614485347	-4.70152262	CCS	0	-0.076438934	6
IRF3	-2.149268887	-12.27724683	IRF3	0	0.119525012	22
UBE2D2	12.30430143	10.53281407	UBE2D2	0	-0.033454646	4
SLC39A10	12.14708019	14.5910409	SLC39A10	0	0.031500578	10
VGLL3	-8.823476205	2.505022578	VGLL3	0	0.178120998	5
CLCN5	-0.956588315	-1.518189672	CLCN5	0	0.056705016	5
NEURL4	-4.116345164	-9.555377832	NEURL4	0	-0.003495294	2
ANKRD37	-1.191785486	-10.77840362	ANKRD37	0	0.153164449	4
DOC2B	-8.486907873	-0.01180215	DOC2B	0	-0.239817188	10
INCA1	-8.242503926	-11.73112091	INCA1	0	0.082296667	10
DHRSX	-1.258316443	2.64854509	DHRSX	0	0.566137314	5
ATAD5	8.748940578	-0.234806328	ATAD5	0	0.18351117	4
ZNF672	-7.24137988	-12.4817613	ZNF672	0	0.052897496	19
IFNAR1	8.040446182	-0.937415564	IFNAR1	0	-0.068140358	1
FASN	0.868048667	-7.485697601	FASN	0	0.036306102	9
WASHC2A	-4.772992934	-4.388349563	WASHC2A	0	-0.05943752	17
PSMD4	8.345613982	-3.824904918	PSMD4	0	-0.086020168	4
CFAP91	-0.165599958	0.985698264	CFAP91	0	-0.112277963	3
UBL5	8.396641666	-7.88414448	UBL5	0	0.009360081	9
CD24	9.572358798	-9.927289224	CD24	0	-0.044959655	6
PANK1	1.865724592	2.313885669	PANK1	0	-0.117689557	3
ZCCHC14	7.003294146	7.73714472	ZCCHC14	0	0.059275127	9
ANKLE2	5.057503279	0.605467915	ANKLE2	0	0.011348383	1
ARL2	3.27530912	-11.92607062	ARL2	0	-0.107127171	17
RELB	-8.424315543	-3.42184743	RELB	0	-0.096243776	19
ATP5ME	8.738514681	-7.567224828	ATP5ME	0	-0.130543259	3
MTG2	8.197218634	1.168173613	MTG2	0	0.091827462	6
DNAJC18	8.954066293	1.565508616	DNAJC18	0	0.067507933	20
LEMD1-AS1	-11.44164477	-8.306110642	LEMD1-AS1	0	-0.132358371	2
TGS1	6.95292626	1.247906154	TGS1	0	0.051460715	1
SPRED1	13.64050635	12.51433478	SPRED1	0	-0.021417397	1
C10orf143	-4.27396231	-3.293481824	C10orf143	0	-0.073387963	19
VSIG10L	-10.40284137	-12.78793029	VSIG10L	0	-0.074272794	9
RPS9	10.31152848	-8.791362317	RPS9	0	1.015935175	3
MUTYH	-7.117612854	-15.86775071	MUTYH	0	-0.066771873	8
KNDC1	5.789216054	9.034527334	KNDC1	0	-0.08926456	5
COG3	7.540344265	3.528355101	COG3	0	0.125015798	10
RIOK3	7.826226224	2.636460789	RIOK3	0	0.083910152	2
VPS13C	9.741197183	15.89742519	VPS13C	0	0.095396608	6
ZBTB20	7.540102651	18.7464298	ZBTB20	0	0.081081589	6
PMF1-BGLAP	-14.90398737	-10.72653489	PMF1-BGLAP	0	-0.211710626	10
IRAG1	-6.917258579	4.746896192	IRAG1	0	0.032538431	1
DYNC1LI2	11.43034984	7.361588146	DYNC1LI2	0	0.005014833	5
COL19A1	2.798807643	9.822215211	COL19A1	0	0.083162681	5
ANKRD18A	15.79796194	5.002165857	ANKRD18A	0	-0.570861294	10
HOMEZ	-9.321820721	-6.794794993	HOMEZ	0	-0.030857308	3
C5orf64	-5.058176709	8.429272598	C5orf64	0	-0.477714002	2
HCST	-14.43010689	-2.069987378	HCST	0	0.107690113	2
SF3B5	1.872263147	-13.41690664	SF3B5	0	0.108156877	1
EPHB3	-9.949545506	-3.564050828	EPHB3	0	0.116634166	2
APRT	1.620481781	-13.15646653	APRT	0	0.054263168	2
DRD4	-12.10549898	-10.08748444	DRD4	0	0.097461953	4
TUBB	9.867453943	-5.704215252	TUBB	0	-0.516614895	1
GNPNAT1	-0.525060469	-4.577736484	GNPNAT1	0	-0.051653107	2
RANBP3-DT	-10.25797979	-8.104203791	RANBP3-DT	0	-0.239744292	8
ZNF280D	9.73740888	14.18624125	ZNF280D	0	0.069900321	10
PPP1R1B	-4.55246332	4.407768116	PPP1R1B	0	0.028900445	2
PIK3CD-AS2	-11.41599787	-8.78099079	PIK3CD-AS2	0	0.127275356	5
ERCC6L2	9.723761305	11.47099227	ERCC6L2	0	-0.057268453	19
ACKR2	-10.32757203	-9.187124821	ACKR2	0	-0.076100011	10
ERGIC1	6.350937044	7.365745908	ERGIC1	0	0.036156734	6
NR1H2	-0.827199345	-7.717531267	NR1H2	0	-0.076207263	14
YLPM1	11.16538348	13.0984712	YLPM1	0	0.031589444	4
LTB4R	-11.83542713	-11.63787107	LTB4R	0	-0.072496276	1
ELP1	10.0236494	7.237315399	ELP1	0	0.117130594	10
SNHG12	-1.399162588	-10.02428289	SNHG12	0	-0.015531623	2
UTF1	-11.43263145	-11.70068912	UTF1	0	0.07691914	16
SNORA8	2.715121041	9.14377114	SNORA8	0	0.243844731	14
NNAT	-0.90965294	12.12522445	NNAT	0	-0.342856973	4
CCDC153	-12.81345639	-4.049990386	CCDC153	0	-0.099186939	19
ATP8B1	3.503841469	8.483462154	ATP8B1	0	0.430211666	4
URM1	0.154224204	-10.18449166	URM1	0	-0.050166788	3
GOLGA6C	-12.64440434	-8.259704025	GOLGA6C	0	0.05485973	19
PPL	-5.746532864	-0.773318532	PPL	0	-0.105004157	6
ZNF777	-3.666656431	-5.193086095	ZNF777	0	-0.103617445	2
SPATA25	-11.69505725	-9.527238192	SPATA25	0	-0.241087853	14
PCNX4	10.77587385	11.02350948	PCNX4	0	0.038286899	3
NEK10	12.39604167	15.35562501	NEK10	0	0.031962429	4
EMILIN1	-10.86831797	-11.95057767	EMILIN1	0	-0.081828644	15
SOD2	11.27262668	3.828894917	SOD2	0	-0.068732141	6
MYO9B	4.208428369	7.678463023	MYO9B	0	0.04299118	7
ATP5F1A	9.570505732	-5.420368776	ATP5F1A	0	-0.043321445	7
JAK3	-15.49856711	-8.133943482	JAK3	0	0.177029822	1
FOXP1	8.306703872	17.09598872	FOXP1	0	-0.053713852	3
A1BG-AS1	-3.457098331	-7.629685114	A1BG-AS1	0	0.005917401	14
NIPAL3	1.17432328	8.448264576	NIPAL3	0	-0.004006704	8
PRR12	2.080949412	0.416621291	PRR12	0	-0.095080226	9
ADRB1	-5.82983861	-2.590400158	ADRB1	0	-0.427063321	10
GK	6.122982343	0.615252635	GK	0	0.051656334	7
UBE3A	12.07675259	15.2686827	UBE3A	0	0.011747964	4
CCDC183	-14.94685271	-8.349547396	CCDC183	0	-0.03054137	4
NUP85	-0.780634112	-2.326187202	NUP85	0	-0.11631171	10
PPIEL	3.195633695	1.111107689	PPIEL	0	-0.157956003	10
MBD6	-4.651802161	-8.894367998	MBD6	0	0.069118883	1
RPS19BP1	5.185275367	-10.30316651	RPS19BP1	0	0.045131477	3
C1S	-2.438206353	-2.796777144	C1S	0	0.129435777	10
RBL1	2.333099225	1.45849129	RBL1	0	0.067220396	1
SMIM15	-4.3358593	-13.70997869	SMIM15	0	0.133232742	5
POLR2L	6.77616186	-9.317149333	POLR2L	0	-0.174596535	6
RETREG2	6.83976223	-4.631689114	RETREG2	0	-0.039506184	7
C15orf39	-8.301568239	-12.88610912	C15orf39	0	0.044728085	2
CDK18	-6.115014032	8.309725583	CDK18	0	0.157413413	5
YTHDF2	7.429915491	-2.754607211	YTHDF2	0	0.018696119	5
RABAC1	8.453963169	-7.535099743	RABAC1	0	-0.114486223	17
RTL8C	8.691266775	-5.028043994	RTL8C	0	-0.073987025	4
ARHGEF2	2.476232434	5.099284889	ARHGEF2	0	0.034842688	1
GPATCH11	1.283300863	-6.918110676	GPATCH11	0	0.056521233	17
SLC37A1	3.494816246	5.75760728	SLC37A1	0	-0.054552843	17
PUDP	6.986452618	5.21895706	PUDP	0	-0.060646994	5
PLAGL1	1.39602153	10.8692423	PLAGL1	0	0.191837241	10
DUSP12	-0.35615979	-11.50452688	DUSP12	0	-0.031507374	19
MFN2	4.640672959	-2.678031598	MFN2	0	0.050111498	10
FAN1	6.861350031	2.161120543	FAN1	0	0.119259006	14
RNGTT	10.48486089	12.36865625	RNGTT	0	-0.035604274	11
TMEM86B	-5.122867696	-9.511125319	TMEM86B	0	0.087473259	1
ZDHHC24	-1.690016698	-7.961994736	ZDHHC24	0	-0.075390719	3
MRPS18A	-1.113201156	-13.12622968	MRPS18A	0	-0.082544358	1
SETD2	10.31756591	14.16748368	SETD2	0	0.035587187	2
FNDC11	-2.32974518	-14.96883166	FNDC11	0	-0.081295138	1
ZNF273	4.610787291	8.55525155	ZNF273	0	-0.039551091	17
FTCD	0.983443318	-1.748982425	FTCD	0	0.330500841	6
ZFP28	-3.688175493	-7.535005971	ZFP28	0	0.114226842	19
BICD1	10.7530899	16.72443913	BICD1	0	0.052282015	5
PLSCR1	-5.732189275	0.687729405	PLSCR1	0	-0.23815174	5
ARHGEF37	-6.442234739	7.095915517	ARHGEF37	0	-0.291935676	10
FGD5-AS1	5.797814346	-2.918820043	FGD5-AS1	0	0.068316785	9
PIGB	4.536323997	0.741241786	PIGB	0	0.066821704	20
UFC1	2.41530274	-12.73319433	UFC1	0	0.036946148	4
RPAIN	8.80084373	-4.114752655	RPAIN	0	0.012112869	4
TIMM17A	4.660074891	-7.927960569	TIMM17A	0	0.092521325	15
MTCH1	11.13392306	-4.424073437	MTCH1	0	-0.02139717	9
ERLIN2	-6.87147779	-8.840099624	ERLIN2	0	0.028991281	4
PSMA7	8.795717214	-7.371359358	PSMA7	0	0.06058672	3
CFAP57	-10.04156847	-4.398555744	CFAP57	0	-0.13471663	8
MGAT4B	-2.30195171	-9.009303412	MGAT4B	0	-0.035770968	17
ZNF695	-8.684640878	-4.676943648	ZNF695	0	-0.090618823	3
ISCA1	8.339364343	-4.519899324	ISCA1	0	-0.011874822	1
KCNE5	-13.9174452	-3.038513052	KCNE5	0	-0.418488415	5
KIAA1614	-8.799788722	-2.985932959	KIAA1614	0	-0.06487641	5
CRYM	3.523092083	9.682176473	CRYM	0	-0.166079862	16
GPC5	10.55544877	20.30206464	GPC5	0	0.196321539	10
FKBP15	6.024605402	1.921574645	FKBP15	0	-0.02771215	17
NLGN4Y	10.18176146	17.25642684	NLGN4Y	0	-0.467616716	3
KDM5D	9.465175628	5.139376614	KDM5D	0	-0.647001191	10
UBFD1	0.192003132	-7.194156078	UBFD1	0	0.045423694	5
BIN3	2.172094848	0.244869413	BIN3	0	0.043427588	5
TRPM5	-12.93591555	-6.257187346	TRPM5	0	0.190415548	3
NUDT16L1	-2.370980574	-9.448325512	NUDT16L1	0	-0.062124793	10
MEF2A	8.77107635	16.44479501	MEF2A	0	-0.036228163	1
SNORD5	2.385436134	9.079213734	SNORD5	0	-0.094155233	14
KPNA1	11.2580974	11.07678597	KPNA1	0	0.039098378	7
NDUFS3	3.402834739	-11.33198835	NDUFS3	0	0.023324805	9
NDUFB7	7.560171784	-8.506000032	NDUFB7	0	-0.145434076	2
ZBTB24	-6.694739213	-7.49151509	ZBTB24	0	0.034302291	12
INKA2	4.754866846	7.380033664	INKA2	0	-0.009132992	6
CDH1	-10.99567261	-0.446273787	CDH1	0	-0.210340134	3
C1orf220	-10.67515504	-8.283983519	C1orf220	0	-0.235106321	9
DNAJB7	-10.4857734	-8.717481301	DNAJB7	0	-0.129212792	18
MATN1-AS1	-11.59140993	-8.743632683	MATN1-AS1	0	-0.13484058	15
LINC01801	-12.1589239	-9.186047779	LINC01801	0	-0.552394385	11
ZNF284	-9.108084248	-8.616676523	ZNF284	0	0.112700812	19
USP15	11.02994351	13.03544234	USP15	0	0.010397512	5
CUL2	8.61903624	3.903984808	CUL2	0	0.014396209	6
SNORA44	3.194107379	9.4037742	SNORA44	0	-0.017442419	17
ZNF454	-0.828486059	-10.01508647	ZNF454	0	0.124796773	23
YY2	-8.475540975	-10.59372892	YY2	0	-0.064293468	2
TXNRD1	7.590437918	3.959891091	TXNRD1	0	0.004485812	1
THRB	10.94856101	18.82412549	THRB	0	-0.002343801	9
ZNF542P	-1.736449463	-6.90380725	ZNF542P	0	-0.022043133	1
ZNF165	-8.403025934	-10.95121157	ZNF165	0	-0.091128919	1
TMEM234	-2.074286432	-11.41026663	TMEM234	0	-0.091565576	9
RFLNA	8.177493579	9.558902852	RFLNA	0	-0.093007576	19
INO80E	-3.788009422	-8.58535686	INO80E	0	-0.065208663	11
MIR4426	2.595646986	9.446780531	MIR4426	0	0.08652785	9
SERP2	9.15003782	-2.957958226	SERP2	0	-0.25044715	5
NR2F1	14.69859087	7.3167546	NR2F1	0	-0.163180086	23
MRPL13	2.609131083	-9.678312228	MRPL13	0	0.048745018	4
DNAJB14	11.6648968	12.21383249	DNAJB14	0	-0.048252307	19
HDAC2	8.567634037	-2.645030894	HDAC2	0	-0.04994204	3
GUCY2D	-11.22065228	-10.82465859	GUCY2D	0	-0.341459943	2
TFAP2A	-10.40066011	1.70527811	TFAP2A	0	-0.328172422	5
LINC00629	-8.204668147	-2.578233184	LINC00629	0	0.17401182	3
TTC27	6.99760219	4.385289312	TTC27	0	-0.053395582	14
PCID2	7.533176311	4.367748411	PCID2	0	0.035591467	2
SPSB2	-7.99567915	-10.99662936	SPSB2	0	-0.072286005	4
RBM19	2.057789461	-0.20708986	RBM19	0	-0.105986887	2
FDXACB1	-7.8448297	-11.41977525	FDXACB1	0	-0.053331336	6
ABRAXAS1	-8.594241591	-5.769838509	ABRAXAS1	0	-0.011868376	17
EEF1B2	9.906179259	-8.76538292	EEF1B2	0	-0.026962572	5
ZBTB3	-9.469726656	-10.61142085	ZBTB3	0	0.145148534	6
PTPRS	12.73182961	17.42808162	PTPRS	0	0.071752055	4
PTPN4	11.26771924	16.38047953	PTPN4	0	-0.019498361	7
HGH1	-11.38789187	-11.82412313	HGH1	0	0.034870598	17
CSE1L	5.115989555	0.48642725	CSE1L	0	-0.046139718	1
XKR4	11.31383029	18.96021418	XKR4	0	0.154849056	11
ING3	1.5620348	-4.499578186	ING3	0	0.059578022	3
GAPDH	10.8654392	-6.28716021	GAPDH	0	0.05256227	10
FCHO2	8.085459307	10.75462115	FCHO2	0	-0.036634424	3
CCNG2	-2.980701005	1.773059157	CCNG2	0	0.053440072	25
UBTD1	-4.385454459	-1.860066293	UBTD1	0	0.086938763	5
ZNF746	0.340988144	-2.648889313	ZNF746	0	0.013558497	19
SLC35B1	1.477441922	-11.05349337	SLC35B1	0	0.039439342	2
TMEM181	8.351600106	11.36269318	TMEM181	0	-0.048900317	4
TMEM259	10.6698097	-0.014316805	TMEM259	0	0.041093048	5
SNAP47	2.225685777	-0.753837591	SNAP47	0	-0.054012393	10
MRFAP1	8.426754208	-6.66949678	MRFAP1	0	-0.043217242	10
RNF41	1.236234807	-7.121113081	RNF41	0	-0.011213505	10
DUSP16	0.787409719	7.563929711	DUSP16	0	-0.055759544	3
RYR1	-1.638243258	7.309564078	RYR1	0	0.084784231	6
MSL3	0.773709026	-9.059418131	MSL3	0	-0.025742454	1
POLR1G	-1.959294325	-13.53748453	POLR1G	0	-0.114927139	3
PGK1	9.313250689	-4.825886429	PGK1	0	-0.050860949	1
LSM6	2.135552081	-9.742845037	LSM6	0	-0.073711936	9
TMEM14B	-1.353366835	2.758160412	TMEM14B	0	0.053844733	2
ALPL	-9.551963155	-0.881443407	ALPL	0	-0.339146708	3
DENND5B	10.84023551	16.51812734	DENND5B	0	0.089641993	3
PI4KB	2.817171127	0.276029635	PI4KB	0	0.030169326	10
IL17RE	-9.313486179	-2.736476427	IL17RE	0	-0.10944104	5
DTD2	-6.935155061	-16.3463277	DTD2	0	0.077295693	3
GCM2	-10.7659521	-8.55905956	GCM2	0	-0.171453208	5
CBARP	3.071322217	-4.354572311	CBARP	0	0.030101947	2
THEM6	-2.591276677	-10.19873905	THEM6	0	-0.086928974	4
MYH15	-4.470960193	-1.999186403	MYH15	0	-0.145900899	15
PLCD3	-12.96808444	-4.666671409	PLCD3	0	-0.114372514	19
KIAA1328	9.211410508	14.57211155	KIAA1328	0	0.024848392	18
LLPH-DT	-8.831458483	-10.12954691	LLPH-DT	0	-0.182679903	7
WDR13	-0.554841391	-7.846285028	WDR13	0	-0.043743704	10
LINC01933	-1.429320298	7.33068712	LINC01933	0	-0.078038666	9
PTGIS	-9.028216672	-0.405363926	PTGIS	0	0.111818375	3
TEFM	6.898063289	-0.577713102	TEFM	0	-0.044812158	3
CLN6	-4.852969751	-4.781089255	CLN6	0	0.069984979	10
CACNG4	-4.484406683	4.860550272	CACNG4	0	-0.09851441	4
TMEM70	1.412794027	-9.271516981	TMEM70	0	0.04836521	5
ATP10A	-1.522899118	8.580133279	ATP10A	0	0.154974538	9
ERO1B	3.215205307	10.67936932	ERO1B	0	-0.074575214	5
NOX4	2.046169127	9.121317579	NOX4	0	-0.290681634	2
RNF150	8.646414279	17.4345873	RNF150	0	0.017743447	7
MAVS	2.259224574	0.960513849	MAVS	0	0.081329603	4
TIMM8B	2.534095998	-12.7691343	TIMM8B	0	-0.021210073	3
KCTD6	-2.607524091	-1.985451773	KCTD6	0	0.047254449	5
PIR	8.10453515	8.211750497	PIR	0	0.126769051	2
MSMO1	-1.361243369	13.25598814	MSMO1	0	0.057905266	9
MTARC1	-6.373009728	-16.9461689	MTARC1	0	0.08674384	1
LRRK1	3.665981156	10.6706144	LRRK1	0	-0.099366063	2
ERAL1	-1.376921497	-11.70743335	ERAL1	0	-0.061146815	14
CD4	-11.25449508	-4.424155298	CD4	0	0.020691535	15
RAD9B	-10.10026993	-7.873452641	RAD9B	0	0.110255017	6
GSTM1	-14.40866069	-10.45650828	GSTM1	0	-1.50593366	1
RUNDC1	-0.16039168	-6.260038605	RUNDC1	0	-0.036975311	2
PSIP1	12.46642788	10.75367797	PSIP1	0	0.045188017	5
KLHDC8A	-7.24086099	2.501909435	KLHDC8A	0	0.092160557	5
IGSF5	-6.945954375	0.54997044	IGSF5	0	-0.118751477	3
MRRF	7.562992185	1.816863354	MRRF	0	0.021830921	5
LSMEM2	-12.27931534	-9.041236849	LSMEM2	0	-0.161379139	3
RMST	1.495004366	12.83526669	RMST	0	-0.006467619	15
ATP6V0B	9.501792341	-6.404712464	ATP6V0B	0	-0.044336417	2
ZNF83	1.242191922	8.369237108	ZNF83	0	-0.042944204	6
TNNT1	2.20015568	-15.01926033	TNNT1	0	-0.20457236	19
AIP	0.194513264	-13.58890515	AIP	0	0.104907891	3
STX2	4.879942992	6.191164711	STX2	0	-0.086645142	2
LPA	-8.866998375	0.345612635	LPA	0	-0.160306377	6
PFN4	-9.905407266	-8.477587593	PFN4	0	-0.309870541	11
CFLAR	-1.208329777	6.17559065	CFLAR	0	-0.005132287	9
SIMC1	8.063401961	8.334494417	SIMC1	0	0.024938637	8
MED13L	9.897884116	17.3583643	MED13L	0	0.120813329	5
KCNJ4	2.270042054	-6.448791317	KCNJ4	0	0.241576262	9
PGAM1	6.856721641	-6.872105192	PGAM1	0	-0.048887753	5
CLP1	-7.263245807	-11.27953506	CLP1	0	0.036314679	4
UBR3	10.30689065	16.92585433	UBR3	0	0.02721894	5
EPS8L1	-9.444372948	-13.79226578	EPS8L1	0	-0.12698468	17
LHFPL2	-1.750459157	5.859250882	LHFPL2	0	0.146101942	9
VWC2	15.23387553	16.19779556	VWC2	0	0.043828893	15
CYTOR	3.873065753	10.67454806	CYTOR	0	0.059970902	3
RAF1	8.737295144	7.51748359	RAF1	0	-0.021953441	4
LRCH2	2.796899259	7.677363447	LRCH2	0	0.138705444	5
LYRM4-AS1	-8.39536334	-8.630189601	LYRM4-AS1	0	0.162965097	4
TTC19	12.11357939	12.76739717	TTC19	0	-0.022879705	2
ADCY9	7.954865695	12.271076	ADCY9	0	-0.024038747	14
ANXA2R	-12.45408017	-8.253782032	ANXA2R	0	-0.105950513	1
WBP2	6.597619614	-4.080469944	WBP2	0	-0.041687342	4
SMIM32	-12.08405918	0.972821269	SMIM32	0	0.035271674	2
RHOT2	10.66036993	0.103216857	RHOT2	0	-0.082845688	8
ALS2	8.055470783	10.80276706	ALS2	0	0.023954248	3
ANKRD33	-11.71172516	-11.72728008	ANKRD33	0	-0.158931976	4
MIX23	-2.308475494	-4.905926489	MIX23	0	-0.017258792	10
CLDN10	-12.47367565	-0.398193957	CLDN10	0	-0.049174254	17
STT3B	10.42438358	7.119378725	STT3B	0	-3.64E-06	1
MDH1B	-3.33707461	-7.492324752	MDH1B	0	0.086577248	15
MRPL16	0.992695268	-10.86026214	MRPL16	0	0.0451997	14
CDIN1	8.051579054	11.4811908	CDIN1	0	-0.440294154	
MIOS	5.278365477	1.082667442	MIOS	0	0.031873077	
PINLYP	-11.95532831	-7.223963007	PINLYP	0	-0.206330561	
TRIB3	-7.580741277	-8.403006175	TRIB3	0	-0.076221833	
CDK11A	-4.493930461	-7.149675543	CDK11A	0	0.110904925	
TIPIN	0.767935964	-0.533329915	TIPIN	0	0.043113864	
PXN	-10.03094986	-0.280445531	PXN	0	-0.050206916	
ZNF534	-4.898597785	-3.936140431	ZNF534	0	-0.176400732	
EBPL	-1.767825378	-1.864880835	EBPL	0	0.044581707	
CRAMP1	-1.305866128	1.617479907	CRAMP1	0	0.068866173	
DDX28	-9.155749896	-13.10499605	DDX28	0	0.076136596	
KMT2C	9.414763198	16.21383548	KMT2C	0	0.068801792	
AGBL1	2.474265716	10.10352684	AGBL1	0	-0.192883992	
B4GALT7	-5.284006575	-11.20098799	B4GALT7	0	-0.077621432	
ST7L	8.647933309	6.350799783	ST7L	0	0.026717835	
SNTG2	2.364105177	10.15085629	SNTG2	0	-0.225336987	
BLACAT1	-9.229365089	-9.890448659	BLACAT1	0	-0.044798837	
MRPL48	5.080216396	-1.295661295	MRPL48	0	0.128056546	
TRIR	6.653511042	-9.696879809	TRIR	0	-0.053478601	
TCEAL7	8.033996748	-6.595105821	TCEAL7	0	0.206229427	
KLHL25	-5.704509196	-2.529609014	KLHL25	0	-0.004365556	
DUSP28	-6.233436324	-12.20517853	DUSP28	0	0.022799122	
MRM2	-1.24750703	-12.91444664	MRM2	0	-0.046251808	
FAM78A	-9.760307892	-4.540335593	FAM78A	0	0.12654394	
IKZF4	3.001731629	-0.101950643	IKZF4	0	-0.085306543	
ASF1A	-1.846359715	-12.40229395	ASF1A	0	0.047084968	
PRRG3	-0.837676225	-5.079726202	PRRG3	0	-0.138798271	
FBXO16	6.988385787	10.63724642	FBXO16	0	-0.025559898	
PGLS	-9.645630053	-15.20596824	PGLS	0	-0.102322649	
TMEM232	11.37477262	16.47801166	TMEM232	0	0.016685752	
CBLN3	-11.99358105	-0.377451052	CBLN3	0	0.044501496	
INTS1	10.58705204	0.351866894	INTS1	0	0.031323226	
OTUB1	2.692444786	-7.692886252	OTUB1	0	-0.028489098	
ARHGEF16	-12.30570244	-12.56923382	ARHGEF16	0	-0.085681972	
SUGT1P3	-10.48255717	-10.25338054	SUGT1P3	0	-0.094763984	
ORM2	2.689742184	8.868717368	ORM2	0	-0.387816701	
B9D1	2.612168486	2.370450354	B9D1	0	0.067096342	
IFT172	8.499648691	8.264593297	IFT172	0	-0.021363938	
TMEM135	10.25178229	12.53353285	TMEM135	0	0.006336632	
CYLD	11.09742608	6.313509204	CYLD	0	-0.024220185	
PAX3	-10.0538048	2.919107017	PAX3	0	0.372844979	
BTBD2	3.644792366	3.17333282	BTBD2	0	-0.039028784	
NIBAN2	-10.40812082	-2.099636802	NIBAN2	0	-0.036002432	
MRPS16	7.121102416	-0.877868108	MRPS16	0	-0.022322982	
GLRX2	4.239488187	-9.217041614	GLRX2	0	-0.036358278	
CHST11	16.33799486	11.69683392	CHST11	0	-0.052724256	
MMP9	-10.96958206	-9.573676148	MMP9	0	0.068370417	
MMD	0.947429716	4.614493557	MMD	0	0.087932686	
POMP	8.800894166	-6.971348226	POMP	0	0.072713577	
SLC7A11	-7.403964731	5.675393107	SLC7A11	0	-0.046548837	
PCBD2	3.386726212	1.201996624	PCBD2	0	0.069356919	
EIF4E2	4.333991255	-0.54243557	EIF4E2	0	-0.026467386	
TBCD	8.121470153	10.28491227	TBCD	0	-0.049556848	
VWA3A	2.724336245	5.947107629	VWA3A	0	0.431626925	
NSUN3	8.3666692	2.000138611	NSUN3	0	-0.001180743	
CDH6	1.480448905	11.12465326	CDH6	0	-7.65E-05	
ZNF396	-8.001584386	-10.80363779	ZNF396	0	-0.011726082	
METAP1D	-0.307783817	4.452319206	METAP1D	0	-0.06559041	
CDC26	-1.206130245	-12.62373172	CDC26	0	-0.053893385	
ALDH4A1	-11.95759988	-4.175650954	ALDH4A1	0	0.041459614	
DAB1	11.284321	19.54253367	DAB1	0	-0.058776274	
LINC00649	-9.827187036	-6.129332763	LINC00649	0	0.198038948	
PRKY	2.667698624	4.49195174	PRKY	0	-0.45632582	
SAP30BP	3.45473521	-1.435794915	SAP30BP	0	-0.059094366	
WASH8P	-9.794495289	-9.432521685	WASH8P	0	0.155153041	
FLCN	-0.995907757	2.423974536	FLCN	0	-0.012784883	
HLA-C	-13.19266566	0.929264191	HLA-C	0	-0.210859619	
TTC36	-10.97874888	-11.58386961	TTC36	0	-0.132741352	
ZNF561	-2.777817608	-5.668626841	ZNF561	0	-0.025308012	
KRTCAP3	-11.65499731	-7.819463284	KRTCAP3	0	-0.12677005	
DACH1	14.8170687	13.92708979	DACH1	0	-0.050553958	
KATNIP	6.472069422	6.68192171	KATNIP	0	0.04293266	
COPE	7.921320685	-8.558404117	COPE	0	0.057141115	
C2CD2L	1.919216305	-6.104986969	C2CD2L	0	0.065358291	
EFCAB13	-4.242501375	-1.889760851	EFCAB13	0	0.051673617	
DDX3X	9.022290575	-1.284358487	DDX3X	0	-0.016078003	
MAP4K4	7.686246037	16.41724371	MAP4K4	0	0.047917955	
RAB30	-0.515478063	6.096025204	RAB30	0	0.066076915	
HILPDA	-14.90990083	-0.330419768	HILPDA	0	0.070740179	
BBC3	-6.928322297	-11.10420784	BBC3	0	0.079851304	
DRAXIN	-8.704199379	-0.17439796	DRAXIN	0	0.277938226	
CTU1	-7.564145513	-11.70716828	CTU1	0	-0.063162454	
ZNF773	-6.219067189	-7.585180985	ZNF773	0	-0.006402145	
ZBTB11	7.810988632	1.694554837	ZBTB11	0	0.065887373	
CHAMP1	-1.85338176	-6.662714402	CHAMP1	0	0.046625387	
EPHA2	-13.74530637	-4.82173213	EPHA2	0	0.33952924	
FSD2	-7.434849485	-5.782807933	FSD2	0	0.007562296	
ZNF793-AS1	-9.5728039	-11.25851939	ZNF793-AS1	0	-0.109628521	
ENG	-14.01696136	-1.188630297	ENG	0	0.075563561	
DBP	-4.017870211	-14.85292961	DBP	0	-0.113678479	
PSTPIP2	-9.363796337	-0.705187303	PSTPIP2	0	-0.05138124	
CETN3	-2.047483384	-4.530144802	CETN3	0	0.026031307	
